,target,clean_text
830,spam,u secret admir reveal think u r special call 09065174042 opt repli reveal stop 150 per msg recd cust care 07821230901 
831,ham,hi mate rv u hav nice hol messag 3 say hello coz haven��t sent u 1 age start drive stay roadsrvx 
832,spam,dear voucher holder claim week offer pc pleas go httpwwwetlpcoukexpressoff tsc appli stop text txt stop 80062 
833,ham,thank much skype wit kz sura didnt get pleasur compani hope good weve given ultimatum oh countin aburo enjoy messag sent day ago 
834,ham,sure result offer 
835,ham,good morn dear great amp success day 
836,spam,want 750 anytim network min 150 text new video phone five pound per week call 08002888812 repli deliveri tomorrow 
837,ham,sir late pay rent past month pay ltgt charg felt would inconsider nag someth give great cost that didnt speak howev recess wont abl pay charg month henc askin well ahead month end pleas help thank 
838,spam,tri contact offer new video phone 750 anytim network min half price rental camcord call 08000930705 repli deliveri wed 
839,spam,last chanc 2 claim ur �150 worth discount voucherstext ye 85023 nowsavamobmemb offer mobil cs 08717898035 �300 sub 16 remov txt x stop 
840,ham,luv u soo much u don��t understand special u r 2 ring u 2morrow luv u xxx 
841,ham,pl send comprehens mail im pay much 
842,ham,prashanthettan mother pass away last night pray famili 
843,spam,urgent call 09066350750 landlin complimentari 4 ibiza holiday 10000 cash await collect sae tc po box 434 sk3 8wp 150 ppm 18 
844,ham,kkwhen go 
845,ham,meanwhil shit suit xavier decid give us ltgt second warn samantha come play jay guitar impress shit also dont think doug realiz dont live anymor 
846,ham,stomach thru much trauma swear cant eat better lose weight 
847,ham,officewhat mattermsg nowi call break 
848,ham,yeah there bare enough room two us x mani fuck shoe sorri man see later 
849,spam,today offer claim ur �150 worth discount voucher text ye 85023 savamob member offer mobil cs 08717898035 �300 sub 16 unsub repli x 
850,ham,u reach orchard alreadi u wan 2 go buy ticket first 
851,ham,real babi want bring inner tigress 
852,ham,da run activ full version da 
853,ham,ah poor babyhop urfeel bettersn luv probthat overdos work hey go care spk 2 u sn lot lovejen xxx 
854,ham,stop stori ive told ive return he say order 
855,spam,talk sexi make new friend fall love world discreet text date servic text vip 83110 see could meet 
856,ham,go take babe 
857,ham,hai ana tomarrow come morn ltdecimalgt ill sathi go rto offic repli came home 
858,ham,spoon okay 
859,ham,say somebodi name tampa 
860,ham,work go min 
861,ham,brother geniu 
862,ham,sorri guess whenev get hold connect mayb hour two ill text 
863,ham,u find time bu coz need sort stuff 
864,ham,dude ive see lotta corvett late 
865,spam,congratul ur award either yr suppli cd virgin record mysteri gift guarante call 09061104283 tsc wwwsmsconet �150pm approx 3min 
866,ham,consid wall bunker shit import never play peac guess place high enough dont matter 
867,spam,privat 2003 account statement 07808 xxxxxx show 800 unredeem point call 08719899217 identifi code 41685 expir 071104 
868,spam,hello need posh bird chap user trial prod champney put need address dob asap ta r 
869,spam,u want xma 100 free text messag new video phone half price line rental call free 0800 0721072 find 
870,ham,well offici philosoph hole u wanna call home readi save 
871,ham,go goodno problembut still need littl experi understand american custom voic 
872,ham,ill text drop x 
873,ham,ugh long day im exhaust want cuddl take nap 
874,ham,talk atleast day otherwis miss best friend world shakespear shesil ltgt 
875,spam,shop till u drop either 10k 5k �500 cash �100 travel voucher call 09064011000 ntt po box cr01327bt fixedlin cost 150ppm mobil vari 
876,ham,castor need see someth 
877,spam,sunshin quiz wkli q win top soni dvd player u know countri liverpool play mid week txt ansr 82277 �150 sptyron 
878,spam,u secret admir look 2 make contact ufind rreveal think ur specialcal 09058094565 
879,spam,u secret admir look 2 make contact ufind rreveal think ur specialcal 09065171142stopsms08 
880,spam,remind download content alreadi paid goto httpdoit mymobi tv collect content 
881,ham,see knew give break time woul lead alway want miss curfew gonna gibe til one midnight movi gonna get til 2 need come home need getsleep anyth need b studdi ear train 
882,ham,love give massag use lot babi oil fave posit 
883,ham,dude go sup 
884,ham,yoyyooo u know chang permiss drive mac usb flash drive 
885,ham,gibb unsoldmik hussey 
886,ham,like talk pa abl dont know 
887,ham,dun cut short leh u dun like ah fail she quit sad 
888,ham,unbeliev faglord 
889,ham,wifehow knew time murder exactli 
890,ham,ask princess 
891,ham,great princess think 
892,ham,nutter cutter ctter cttergg cttargg ctargg ctagg ie 
893,ham,ok noe ure busi im realli bore msg u oso dunno wat colour choos 4 one 
894,ham,doesnt g class earli tomorrow thu shouldnt tri smoke ltgt 
895,ham,superb thought grate u dont everyth u want mean u still opportun happier tomorrow u today 
896,ham,hope good week check 
897,ham,im use hope agent dont drop sinc ive book thing year whole boston nyc experi 
898,ham,thursday night yeah sure thing well work 
899,spam,free rington wait collect simpli text password mix 85069 verifi get usher britney fml 
900,ham,probabl money worri thing come due sever outstand invoic work two three month ago 
901,ham,possibl teach 
902,ham,wonder phone batteri went dead tell love babe 
903,ham,love smell bu aint tobacco 
904,ham,get worri derek taylor alreadi assum worst 
905,ham,hey what charl sorri late repli 
906,spam,lastest stereophon marley dizze racal libertin stroke win nookii game flirt click themob wap bookmark text wap 82468 
907,ham,ill give plu said grinul greet whenev speak 
908,ham,white fudg oreo store 
909,spam,januari male sale hot gay chat cheaper call 08709222922 nation rate 15pmin cheap 78pmin peak stop text call 08712460324 10pmin 
910,ham,love come took long leav zaher got word ym happi see sad left miss 
911,ham,sorri hurt 
912,ham,cant feel nauseou im piss didnt eat sweet week caus today plan pig diet week im hungri 
913,ham,ok lor earli still project meet 
914,ham,call da wait call 
915,ham,could ask carlo could get anybodi els chip 
916,ham,actual send remind today wonder weekend 
917,ham,peopl see msg think iam addict msging wrong bcoz dont know iam addict sweet friend bslvyl 
918,ham,hey gave photo regist drive ah tmr wanna meet yck 
919,ham,dont talk ever ok word 
920,ham,u wana see 
921,ham,way school pl send ashley number 
922,ham,shall fine avalarr hollalat 
923,ham,went attend anoth two round todaybut still didt reach home 
924,ham,actual delet old websitenow blog magicalsongsblogspotcom 
925,ham,k wait chikkuil send aftr ltgt min 
926,ham,im diet ate 1 mani slice pizza yesterday ugh im alway diet 
927,ham,ki give kvb acc detail 
928,ham,oh come ah 
929,spam,money r lucki winner 2 claim prize text money 2 88600 �1million give away ppt150x3normal text rate box403 w1t1ji 
930,ham,im realli sorri wont b abl 2 fridayhop u find alternativehop yr term go ok 
931,ham,congratul ore mo owo wa enjoy wish mani happi moment fro wherev go 
932,ham,samu shoulder yet 
933,ham,time think youll need know near campu 
934,spam,dear matthew pleas call 09063440451 landlin complimentari 4lux tenerif holiday �1000 cash await collect ppm150 sae tc box334 sk38xh 
935,ham,dun wear jean lor 
936,ham,sinc side fever vomitin 
937,ham,kkare colleg 
938,spam,urgent call 09061749602 landlin complimentari 4 tenerif holiday �10000 cash await collect sae tc box 528 hp20 1yf 150ppm 18 
939,ham,better made friday stuf like pig yesterday feel bleh least writh pain kind bleh 
940,ham,sell well ton coin sell coin someon thru paypal voila money back life pocket 
941,ham,theyr lot place hospit medic place safe 
942,spam,get touch folk wait compani txt back name age opt enjoy commun 150psm 
943,ham,also ive sorta blown coupl time recent id rather text blue look weed 
944,ham,sent score sopha secondari applic school think think appli research cost also contact joke ogunrind school one less expens one 
945,ham,cant wait see photo use 
946,spam,ur cashbal current 500 pound maxim ur cashin send go 86688 150pmsg cc 08718720201 po box 11414 tcrw1 
947,ham,hey book kb sat alreadi lesson go ah keep sat night free need meet confirm lodg 
948,ham,chk ur belovd ms dict 
949,ham,time want come 
950,ham,awesom lemm know whenev your around 
951,ham,shb b ok lor thanx 
952,ham,beauti truth graviti read care heart feel light someon feel heavi someon leav good night 
953,ham,also rememb get dobbi bowl car 
954,spam,filthi stori girl wait 
955,ham,sorri c ur msg yar lor poor thing 4 one night tmr ull brand new room 2 sleep 
956,ham,love isnt decis feel could decid love life would much simpler less magic 
957,ham,welp appar retir 
958,ham,sort code acc bank natwest repli confirm ive sent right person 
959,ham,
960,ham,u sure u cant take sick time 
961,spam,urgent tri contact u today draw show �800 prize guarante call 09050001808 land line claim m95 valid12hr 
962,ham,watch cartoon listen music amp eve go templ amp church u 
963,ham,yo chad gymnast class wanna take site say christian class full 
964,ham,much buzi 
965,ham,better still catch let ask sell ltgt 
966,ham,sure night menu know noon menu 
967,ham,u want come backa beauti necklac token heart youthat give wife likingb seeno one give thatdont call mei wait till come 
968,ham,will go aptitud class 
969,ham,wont b 215 tri 2 sort hous ok 
970,ham,yar lor wan 2 go c hors race today mah eat earlier lor ate chicken rice u 
971,ham,haha awesom omw back 
972,ham,yup thk e shop close lor 
973,ham,account number 
974,ham,eh u send wrongli lar 
975,ham,hey ad crap nite borin without ya 2 boggi u bore biatch thanx u wait til nxt time il ave ya 
976,ham,ok shall talk 
977,ham,dont hesit know second time weak like keep notebook eat day anyth chang day sure noth 
978,ham,hey pay salari de ltgt 
979,ham,anoth month need chocol weed alcohol 
980,ham,start search get job daysh great potenti talent 
981,ham,reckon need town eightish walk carpark 
982,spam,congrat 2 mobil 3g videophon r call 09063458130 videochat wid mate play java game dload polyph music nolin rentl 
983,ham,look fuckin time fuck think 
984,ham,yo guess drop 
985,ham,carlo say hell mu ltgt minut 
986,ham,im offic call ltgt min 
987,ham,geeee miss alreadi know think fuck cant wait till next year togeth love kiss 
988,ham,yun ahth ubi one say � wan call tomorrowcal 67441233 look ireneer got bus822656166382 ubi cresubi tech park6ph 1st 5wkg days̬n 
989,ham,ugh gotta drive back sd la butt sore 
990,ham,26th juli 
991,ham,hi im relax time ever get 7am everi day parti good night get home tomorrow 5ish 
992,ham,� �� wan come come lor din c stripe skirt 
993,ham,xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma 
994,ham,cant dont number 
995,ham,chang e one next escal 
996,ham,yetund im class run water make ok pl 
997,ham,lot happen feel quiet beth aunt charli work lot helen mo 
998,ham,� wait 4 bu stop aft ur lect lar dun c � go get car come back n pick � 
999,ham,aight thank comin 
1000,ham,nobut heard abt tat 
1001,spam,pleas call custom servic repres freephon 0808 145 4742 9am11pm guarante �1000 cash �5000 prize 
1002,ham,yesh realli greatbhaji told kalli best cricket sachin worldveri tough get 
1003,ham,ltgt think say syllabu 
1004,ham,umma say anyth 
1005,ham,give sec think think 
1006,spam,panason bluetoothhdset free nokia free motorola free doublemin doubletxt orang contract call mobileupd8 08000839402 call 2optout 
1007,ham,dont quit know still cant get hold anyon cud pick bout 730pm see theyr pub 
1008,ham,poyyarikaturkolathupalayamunjalur posterod di ltgt 
1009,ham,dear heroi leav qatar tonit apt opportunitypl keep touch ltemailgt kerala 
1010,ham,lol would mom would fit tell whole famili crazi terribl 
1011,ham,got home babe still awak 
1012,ham,dunno close oredi �� v fan 
1013,ham,buy pizza meat lover suprem u get pick 
1014,ham,ya toldsh ask wat matter 
1015,ham,dearregret cudnt pick calldrov frm ctla cochin homeleft mobil carent style ishtamayoohappi bakrid 
1016,spam,free 1st week no1 nokia tone 4 ur mob everi week txt nokia 8007 get txting tell ur mate wwwgetzedcouk pobox 36504 w45wq norm150pton 16 
1017,ham,shall send exe mail id 
1018,ham,nope watch tv home go v bore 
1019,ham,knowwait check 
1020,ham,good afternoon gloriou anniversari day sweet j hope find happi content prey think send teas kiss across sea coax imag fond souveni cougarpen 
1021,spam,guess somebodi know secretli fanci wanna find give us call 09065394514 landlin datebox1282essexcm61xn 150pmin 18 
1022,ham,still tonight 
1023,ham,may call later pl 
1024,ham,hasnt pattern recent crap weekend 
1025,ham,sore throat scratch talk 
1026,ham,ye da plm ur offic 
1027,ham,around still asleep v 
1028,ham,lol forgot eh ye ill bring babe 
1029,ham,good well find way 
1030,ham,use foreign stamp countri good lectur 
1031,ham,yup bath liao 
1032,ham,happi new year no1 man 
1033,ham,oh mr sheffield wanna play game okay your boss im nanni give rais ill give one 
1034,ham,zoe hit 2 im fuck shitin il defo tri hardest 2 cum 2morow luv u million lekdog 
1035,ham,hello babi get back mom set comput fill belli goe loverboy miss alreadi sigh 
1036,ham,blanket suffici thx 
1037,ham,naughti littl thought better flirt flirt n flirt rather love someon n gettin hurt hurt n hurt gud nyt 
1038,ham,edison rightli said fool ask question wise man answer know us speechless viva gm 
1039,ham,talk that de wont 
1040,ham,today go colleg abl atten class 
1041,ham,im class holla later 
1042,ham,easi ahsen got select mean good 
1043,ham,mmm that better got roast i��d b better drink 2 good indian 
1044,spam,know someon know fanci call 09058097218 find pobox 6 ls15hb 150p 
1045,ham,come round 
1046,ham,1 thing chang sentenc want 2 concentr educ career im leav 
1047,spam,1000 flirt txt girl bloke ur name age eg girl zoe 18 8007 join get chat 
1048,ham,walk hour 2 c u doesn��t show care wont u believ im seriou 
1049,spam,18 day euro2004 kickoff u kept inform latest news result daili unsubscrib send get euro stop 83222 
1050,ham,avail soire june 3rd 
1051,ham,u noe wat time e place dat sell 4d close 
1052,ham,got anoth job one hospit data analysi someth start monday sure thesi got finish 
1053,ham,jay get realli impati belliger 
1054,ham,hiya comin 2 bristol 1 st week april le got rudi new yr eve snoringthey drunk u bak colleg yet work send ink 2 bath 
1055,ham,im work pleas call 
1056,ham,u drive lor 
1057,ham,ard 515 like dat 
1058,ham,tell theyr femal v howr throw decid get 
1059,spam,eastend tv quiz flower dot compar violet e tulip f lili txt e f 84025 4 chanc 2 win �100 cash wkent150p16 
1060,ham,im work technic support voic processnetwork field 
1061,ham,might come kerala 2 daysso prepar take leav finalis dont plan travel visitne finish urgent work 
1062,ham,ok sure time tho sure get librari class tri see point good eve 
1063,spam,new local date area lot new peopl regist area repli date start 18 wwwflirtpartyu replys150 
1064,ham,that fine ill bitch later 
1065,ham,mum went 2 dentist 
1066,ham,free call sir wait 
1067,ham,meet u work tel shall work tomorrow 
1068,spam,someon u know ask date servic 2 contact cant guess call 09058091854 reveal po box385 m6 6wu 
1069,ham,ju finish bath 
1070,ham,alright ill make sure car back tonight 
1071,spam,urgent tri contact u today draw show �800 prize guarante call 09050003091 land line claim c52 valid12hr 
1072,spam,dear uve invit xchat final attempt contact u txt chat 86688 
1073,ham,lul im gettin juici gossip hospit two nurs talk fat gettin one think she obes oyea 
1074,ham,aight ill get fb coupl minut 
1075,ham,oi ami parchi na kicchu kaaj kort iccha korch na phone ta tul na plz plz 
1076,ham,download clear movi dvd copi 
1077,ham,yep pretti sculptur 
1078,ham,convey regard 
1079,ham,watch surya movi 6 pm vijay movi pokkiri 
1080,ham,tell happen dont behav like ok need say 
1081,ham,u get pic msg phone 
1082,ham,send someon els 
1083,ham,wat make peopl dearer de happi dat u feel u meet de pain u feel u miss dem 
1084,ham,love start attractioni feel need everi time around mesh first thing come thoughtsi would start day end hersh everi time dreamlov everi breath namemi life happen around hermi life name heri would cri herwil give happi take sorrowsi readi fight anyon heri love craziest thing herlov dont proov anyon girl beauti ladi whole planeti alway sing prais herlov start make chicken curri end maki sambarlif beauti thenwil get everi morn thank god day mei would like say lotwil tell later 
1085,ham,frndship like needl clock though v r clock v r nt abl 2 met evn v meetitz 4few second bt v alwi stay conect gud 9t 
1086,ham,dont think spatula hand 
1087,ham,never noth 
1088,spam,award sipix digit camera call 09061221061 landlin deliveri within 28day cs box177 m221bp 2yr warranti 150ppm 16 p p�399 
1089,ham,goodmorn today late ltdecimalgt min 
1090,spam,win urgent mobil number award �2000 prize guarante call 09061790121 land line claim 3030 valid 12hr 150ppm 
1091,ham,pleas da call mistak side sorri da pl da goto doctor 
1092,ham,r meet 
1093,ham,well weather cali great complex great need car move freeli tax outrag great place sad part miss home 
1094,ham,reach home tire come tomorro 
1095,ham,ryder unsoldnow gibb 
1096,spam,dear subscrib ur draw 4 �100 gift voucher b enter receipt correct an elvi presley birthday txt answer 80062 
1097,ham,dont fret ill buy ovul test strip send wont get til like march send postal addressul alrightokay 
1098,ham,gift tri get throw cliff someth 
1099,ham,ne thing interest good birthday u wrking nxt start uni today 
1100,ham,busi come point figur tomorrow 
1101,ham,yeah go bore depress sittin waitin phone ring hope wind drop though scari 
1102,ham,black shirt n blue jean thk c � 
1103,ham,aiyah sorri lor watch tv watch forgot 2 check phone 
1104,spam,messag import inform o2 user today lucki day 2 find log onto httpwwwurawinnercom fantast surpris await 
1105,ham,hen night go swing 
1106,ham,good afternoon love goe day woke earli onlin wait hmmm italian boy onlin see grin 
1107,ham,someon smoke everi time ive smoke last two week call text want smoke 
1108,ham,youll get headach tri figur u trust math promis 
1109,ham,sfirst timedhoni rock 
1110,ham,ok ill tell compani 
1111,ham,awesom think get 8th usf time tonight 
1112,ham,mean still think teju 
1113,ham,im good movi ok leav hourish 
1114,ham,nothi kalli home groundamla home town durban 
1115,ham,let make saturday monday per conveni 
1116,ham,hey time drive fri go evalu fri 
1117,spam,449050000301 �2000 price claim call 09050000301 
1118,ham,im go 4 lunch wif famili aft dat go str 2 orchard lor 
1119,spam,bore speed date tri speedchat txt speedchat 80155 dont like em txt swap get new chatter chat80155 pobox36504w45wq 150pmsg rcd 16 
1120,ham,cancel cheyyamoand get money back 
1121,spam,want 750 anytim network min 150 text new video phone five pound per week call 08000776320 repli deliveri tomorrow 
1122,ham,okok okthenwhat ur today plan 
1123,ham,good morn princess 
1124,ham,aiyar sorri lor forgot 2 tell u 
1125,spam,take part mobil survey yesterday 500 text 2 use howev wish 2 get txt send txt 80160 tc wwwtxt43com 150p 
1126,ham,tonight mate catch sleep new number way 
1127,ham,height oh shit situat guy throw luv letter gal fall brother head who gay 
1128,spam,ur hmv quiz cashbal current �500 maxim ur cashin send hmv1 86688 150pmsg 
1129,ham,check error difficulti correct 
1130,ham,howz painhop u r fine 
1131,ham,sorri ill call later 
1132,ham,good morn princess 
1133,ham,enter cabin pa said happi bday boss felt special askd 4 lunch lunch invit apart went 
1134,ham,u wake alreadi thanx 4 e tau sar piah quit nice 
1135,ham,k need login anyth 
1136,spam,dont forget place mani free request 1stchoicecouk wish inform call 08707808226 
1137,ham,lol busi 
1138,ham,u wear 
1139,ham,messagesom text miss sendernam miss number miss sentdat miss miss u lot that everyth miss sent via fullonsmscom 
1140,ham,oha usual vijay film differ 
1141,spam,dont know u u dont know send chat 86688 let find 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 year 
1142,ham,good day mine realli busi much tomorrow night 
1143,ham,way send shade stuff wonder 
1144,ham,realli tot ur paper end long ago wat u copi ju got use u happi lar still haf 2 studi 
1145,spam,thank winner notifi sm good luck futur market repli stop 84122 custom servic 08450542832 
1146,ham,babe lost 
1147,ham,ok help ask she work tmr 
1148,ham,im drive rain ill get caught e mrt station lor 
1149,ham,drop tank 
1150,ham,said text one time 
1151,ham,sorri ill call later 
1152,ham,ok go chang also 
1153,spam,1000 girl mani local 2 u r virgin 2 r readi 2 4fil ur everi sexual need u 4fil text cute 69911�150p 
1154,ham,u find sitter kaitlyn sick slept day yesterday 
1155,ham,sorri man accident left phone silent last night didnt check til got 
1156,ham,hey someth came last min think wun sign tmr hee 
1157,ham,he adult would learn experi there real danger dont like peep use drug dont need comment 
1158,ham,hey there veggi pizza 
1159,ham,yun buy school got offer 2000 plu 
1160,ham,sure neighbor didnt pick 
1161,ham,k sent 
1162,spam,free entri 2 wkli comp win fa cup final tkt 21st may 2005 text fa 87121 receiv entri questionstd txt ratetc appli 08452810075over18 
1163,ham,new theori argument win situat lose person dont argu ur friend kick amp say im alway correct 
1164,ham,well im computerless time make oreo truffl 
1165,ham,haha yeah see sec 
1166,ham,number sir 
1167,ham,lol im hot air balloon 
1168,ham,ok bu come soon come otherwis tomorrow 
1169,ham,msg r time passthey silent say think u right also make u think least 4 moment gd ntswt drm shesil 
1170,ham,yeah probabl swing roommat finish girl 
1171,spam,got take 2 take part wrc ralli oz u lucozad energi text ralli le 61200 25p see pack lucozadecoukwrc itcould u 
1172,ham,happi new year melodi 
1173,ham,�� dun need pick ur gf 
1174,ham,yay better told 5 girl either 
1175,ham,horribl u eat mac eat u forgot abt alreadi rite u take long 2 repli thk toot b4 b prepar wat shall eat 
1176,ham,say fantast chanc anyth need bigger life lift lose 2 live think would first person 2 die n v q 
1177,ham,nw came hme da 
1178,ham,im outsid island head toward hard rock youll run 
1179,ham,day class class 
1180,ham,im chennai velacheri 
1181,ham,flippin shit yet 
1182,ham,k give sec break ltgt cstore 
1183,ham,much bad avoid like 
1184,ham,yo around got car back 
1185,ham,annoy isnt 
1186,ham,goodmorn today late ltgt min 
1187,ham,there point hangin mr right he makin u happi 
1188,ham,come alivebett correct good look figur 
1189,ham,case guess ill see campu lodg 
1190,ham,done 
1191,ham,come home one last time wont anyth trust 
1192,ham,night worri appt shame miss girl night quizz popcorn hair 
1193,spam,sex ur mobil free sexi pic jordan text babe 88600 everi wk get sexi celeb pocketbabecouk 4 pic 16 �3wk 087016248 
1194,ham,ok c ya 
1195,spam,1 new voicemail pleas call 08719181503 
1196,ham,said matter mind say matter 
1197,ham,also know lunch menu da know 
1198,ham,al moan n e thin goe wrong faultal de argument r faultf himso bother hav 2go thanxxx 
1199,ham,neft transact refer number ltgt rs ltdecimalgt credit beneficiari account ltgt lttimegt ltgt 
1200,ham,otherwis part time job natuit 
1201,ham,know call 
1202,ham,also da feel yesterday night wait til 2day night dear 
1203,ham,thank understand ive tri tell sura 
1204,spam,win year suppli cd 4 store ur choic worth �500 enter �100 weekli draw txt music 87066 tsc wwwldewcomsubs161win150ppmx3 
1205,ham,whole car appreci last two dad map read semi argument apart thing go ok p 
1206,spam,sim subscrib select receiv bonu get deliv door txt word ok 88600 claim 150pmsg exp 30apr 
1207,ham,need strong arm 
1208,ham,also maaaan miss 
1209,ham,bday real april 
1210,ham,guessin aint gonna 9 
1211,ham,ok come ur home half hour 
1212,ham,yo game almost want go walmart soon 
1213,ham,yeah probabl sure ilol let u know person wuldnt bother ur goin mite well 
1214,ham,ill text creepi like wont think forgot 
1215,ham,would good �� ill phone tomo lunchtim shall organis someth 
1216,spam,1 new voicemail pleas call 08719181513 
1217,ham,damn make tonight want wait til tomorrow 
1218,ham,kkim also finewhen complet cours 
1219,ham,true passabl get high score appli phd get 5year salari make life easier 
1220,spam,1 nokia tone 4 ur mob everi week txt nok 87021 1st tone free get txtin tell ur friend 150ptone 16 repli hl 4info 
1221,ham,prakesh know 
1222,ham,teach app da come colleg 
1223,ham,rofl betta invest anti age product 
1224,spam,winner u special select 2 receiv �1000 cash 4 holiday flight inc speak live oper 2 claim 0871277810810 
1225,ham,sir receiv account anoth 1hr time sorri delay 
1226,spam,repli name address receiv post week complet free accommod variou global locat wwwphb1com ph08700435505150p 
1227,ham,�ll submit da project tmr rite 
1228,spam,free entri �250 weekli comp send word enter 84128 18 tc wwwtextcompcom cust care 08712405020 
1229,ham,ju an lar ull noe later 
1230,ham,want send someth sell fast ltgt k easi money 
1231,ham,got thing may pub later 
1232,ham,1s finish meet call 
1233,ham,lol ok ill snatch purs 
1234,ham,hellodrivby0quit edrunk sorri iff pthi make senrddnot dancc 2 drum n basqihav fun 2nhite x ro xxxxxxx 
1235,ham,opinion 1 2 jada 3 kusruthi 4 lovabl 5 silent 6 spl charact 7 matur 8 stylish 9 simpl pl repli 
1236,ham,much get 
1237,ham,ur paper e morn aft tmr 
1238,ham,dear reliev westonzoyland go plan end 
1239,ham,hope great new semest wish best made great 
1240,ham,oh ye speak txt 2 u hmm u get email 
1241,ham,want show world princess europ 
1242,ham,nobodi decid eat dad want chines 
1243,ham,shoot im doc wait room 
1244,ham,im go 4 dinner soon 
1245,ham,hello site download song urgent pl 
1246,ham,know u mean king havin credit im goin2b night night sweet only1mor sleep 
1247,ham,horribl gal sch stuff come u got mc 
1248,ham,hi hun im comin 2nitetel every1 im sorri 4 hope u ava goodtimeoli rang melnit ifink mite b sortedbut il explain everythin monl8rsx 
1249,ham,call later dont network urgnt sm 
1250,ham,ummmmmaah mani mani happi return day dear sweet heart happi birthday dear 
1251,spam,pleas call 08712402779 immedi urgent messag wait 
1252,ham,yeah like goe like friend imma flip shit like half hour 
1253,ham,mum say wan go go shun bian watch da glass exhibit 
1254,ham,plan pongal 
1255,ham,wait till end march el nino get oh 
1256,ham,yet chikkugo room nw im bu 
1257,ham,also cbe pay 
1258,ham,honey boo im miss u 
1259,ham,sent jd custom servic cum account execut ur mail id detail contact us 
1260,ham,yo im parent gettin cash good news pick downstem 
1261,ham,thank much skype wit kz sura didnt get pleasur compani hope good weve given ultimatum oh countin aburo enjoy 
1262,spam,hungri gay guy feel hungri 4 call 08718730555 10pmin stop text call 08712460324 10pmin 
1263,ham,ok wahala rememb friend need 
1264,ham,see half hour 
1265,ham,im inperialmus listening2th weirdest track ever by��leafcutt john��sound like insect molestedsomeon plumbingremix evil men acid 
1266,ham,hey sorri didntgiv ya bellearli hunni 
1267,ham,serious tell exact word right 
1268,spam,u get 2 phone wanna chat 2 set meet call 09096102316 u cum 2moro luv jane xx calls�1minmoremobsemspobox45po139wa 
1269,ham,tee hee lectur cheeri bye bye 
1270,ham,sorri chikku cell got problem tht nt abl repli u msg u 
1271,ham,still havent collect dough pl let know go place sent get control number 
1272,ham,ok 
1273,spam,network oper servic free cs visit 80488biz 
1274,ham,let know contact ive settl room let know ok 
1275,ham,wot u 2 u weirdo 
1276,ham,lor 
1277,ham,dont put phone silent mode ok 
1278,ham,meet � 5 4 depend � wan 2 lor 
1279,ham,wait 4 tv show 2 start lor u leh still busi ur report 
1280,ham,oh ho first time u use type word 
1281,ham,one doesnt stalk profil 
1282,ham,ever green quot ever told jerri cartoon person irrit u alway one love u vri much fail express gud nyt 
1283,ham,ye thought thank 
1284,ham,she drinkin im ok 
1285,ham,wonder other took 
1286,ham,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay gud mrng 
1287,ham,dog must alway wait till end day word run time cell alreadi 
1288,ham,happi new year u 
1289,ham,heygreat dealfarm tour 9am 5pm 95pax 50 deposit 16 may 
1290,ham,eat jap done oso aft ur lect wat �� got lect 12 rite 
1291,ham,hey babe saw came onlin second disappear happen 
1292,ham,da birthdat certif april real date today dont publish shall give special treat keep secret way thank wish 
1293,ham,happi birthday may ur dream come true 
1294,ham,aiyah u ok alreadi lar e nydc wheellock 
1295,ham,tell said eat shit 
1296,ham,sure drive reach destin soon 
1297,ham,k much 8th fifti 
1298,ham,daili text ��� favour time 
1299,ham,great hear settl well what happenin wit ola 
1300,ham,cocksuck make feel better ipad worthless garbag novelti item feel bad even want one 
1301,ham,tot u reach liao said tshirt 
1302,ham,fran decid 2 go n e way im complet broke knacker got bout 3 c u 2mrw love janx ps dad fone credit 
1303,ham,cant pick phone right pl send messag 
1304,ham,right ill make appoint right 
1305,ham,design softwar develop may get chennai 
1306,spam,enjoy jamster videosound gold club credit 2 new videosounds2 logosmusicnew get fun jamstercouk 16onli help call 09701213186 
1307,spam,get 3 lion england tone repli lionm 4 mono lionp 4 poli 4 go 2 wwwringtonescouk origin n best tone 3gbp network oper rate appli 
1308,ham,jokin oni lar �� busi wun disturb � 
1309,ham,ok care dont text drive 
1310,ham,ill alway even spirit ill get bb soon tri sure need 
1311,ham,u r much close heart u go away shatter plz stay 
1312,ham,love u 2 babe r u sure everyth alrit idiot txt bak girli 
1313,ham,abt make pic bigger 
1314,ham,got got 2 colour lor one colour quit light n e darker lor actual im done she style hair 
1315,ham,whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wanna say ju walk wid littl whileamp promis ill bring back ur smile 
1316,ham,noth ok anyway give treat 
1317,spam,win newest ���harri potter order phoenix book 5 repli harri answer 5 question chanc first among reader 
1318,ham,ok 
1319,ham,correct work today 
1320,ham,sent scream moan bed princess 
1321,ham,wake long ago alreadi dunno thing 
1322,ham,oh get even u u 
1323,ham,thk 50 shd ok said plu minu 10 � leav line paragraph 
1324,ham,call plz number show coveragd area urgnt call vasai amp reach 4o clock call plz 
1325,ham,yeah jay sort fuck retard 
1326,ham,sorri bathroom sup 
1327,spam,ur balanc �500 ur next question sang uptown girl 80 2 answer txt ur answer 83600 good luck 
1328,ham,exam februari 4 wish great day 
1329,ham,dont know come ask question like dont mistak 
1330,ham,aight rush ill ask jay 
